MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight
2029176,2013-11-02,05/06/2008,Female,0,Beijing,Sichuan,India,58.0,22-Jul-2024,2,30170,42987.05,55235.83,104001,09-Dec-2022,591,76.755455,40,4,0.386901,310077,8
2022752,2012/01/26,2006-11-22,male,3,wuhan,Beijing,IN,34.0,2025-05-26,6,19969,4661.93,12265.68,316750,2024-10-25,213,67.538767,563,3,1.453869,205414,9
2019448,2011-10-10,2008/01/31,,1,Xian,,CN ,24.0,2024-04-21,2,44264,23895.43,26859.48,495899,2022-12-27,481,71.729202,472,1,0.970658,375255,23
2000152,24-Jan-2025,09-Sep-2018,female ,0,Shanghai,,China,36.0,2025/12/08,11,56093,65199.96,94487.94,451821,21-May-2025,201,190.519059,418,3,1.639344,127999,9
2009192,10-Jun-2010,05/26/2016,,0,Shenzhen,,US,27.0,2025/08/11,2,30404,78569.84,6393.92,92081,2024-10-15,300,15.600791,404,6,0.609723,347182,8
2061873,02/16/2023,2022-06-29,male,0,Guangzhou,Guangdong,CHN,51.0,16-Nov-2024,4,13862,28054.11,44730.93,189036,10/15/2024,32,21.613705,325,1,1.182938,156257,5
2054564,2020/09/11,11/01/2025,female ,2,Guangzhou,Hubei,cn,56.0,2025-03-17,4,31205,48013.73,19216.57,27301,04-Jun-2023,652,7.631879,138,1,1.439947,125622,12
2012910,01/07/2018,10/15/2011,,2,Xi'an,Shanghai,,38.0,12-Jul-2025,4,37327,103191.33,35140.18,256332,2025-03-19,115,149.246857,429,2,0.738113,258949,14
2019018,11/13/2022,31-Jan-2022,female ,0,Chengdu ,Guangdong,CN ,42.0,19-Jul-2024,4,9881,54737.21,46423.41,153409,07/16/2024,n/a,79.819888,148,0,1.125705,317627,13
2011756,2022-10-03,2020-04-27,male,1,Hangzhou,Guang dong,CN,35.0,2025/11/28,2,13680,8356.45,135312.68,222939,2025-11-07,21,35.703476,124,6,0.619901,183213,8
2011413,10/09/2018,2009-07-18,Male,0,wuhan,Hubei,China ,47.0,2025/08/27,1,25547,4379.42,37154.25,221998,09/11/2024,350,174.326867,274,4,1.156654,377468,12
2038290,2025/08/16,25-Sep-2020,,3,Guangzhou,Guangdong,CN,34.0,16-Apr-2024,7,28583,78894.33,22663.0,90613,2023-09-23,206,63.716304,59,3,0.10586,365510,8
2006005,2014/02/18,04-Dec-2005,,0,SHANGHAI,Guangdong,CN ,47.0,23-Jul-2024,6,30846,41319.6,81295.97,455370,16-May-2024,68,33.213045,440,6,0.859179,185119,10
2039143,05/24/2013,26-Feb-2016,F,1,Chengdu,Hubei,cn,34.0,05/03/2025,5,12082,112713.58,4419.05,204653,2024-05-21,347,166.016816,130,4,0.008981,422261,10
2036869,07/21/2011,12/31/2014,Female,0,Hangzhou,Chongqing,CN ,37.0,05/02/2024,11,35556,13241.58,12830.01,97388,27-Sep-2023,218,195.916176,278,1,1.060284,219570,12
2053831,2024/05/05,19-Dec-2019,Female,0,Nan jing,Si chuan,China ,33.0,2024-06-12,3,3992,30939.5,24266.9,179575,2023-10-06,250,29.238538,472,8,1.24217,144647,12
2008160,31-May-2021,2022/01/31,,2,Nan jing,Beijing,United States,49.0,2024-05-25,1,29744,16508.68,44095.31,56664,26-Jul-2022,669,13.598295,315,3,0.435222,92682,11
2062503,2025/01/26,2012/07/17,,1,guangzhou ,Beijing,cn,37.0,2025/10/20,3,38897,5278.35,4583.39,190348,08/13/2025,68,12.992911,269,2,0.710408,169270,11
2059772,03/17/2014,2010/11/05,male,0,Hangzhou,Beijing,United States,,08/14/2024,2,27518,28714.44,92837.47,264452,25-Oct-2023,294,119.538701,457,3,1.726546,42081,7
2016213,11/22/2012,2007-02-24,Female,0,Nanjing,Guang dong,cn,35.0,2025-12-28,6,38640,55881.15,4992.4,256131,2025-05-03,239,79.74177,374,1,1.623519,64939,14
2027477,2023/12/12,04/26/2024,male,0,Chongqing,,US,45.0,2024/04/27,5,16550,57889.87,79149.78,85711,12/08/2022,506,163.537204,517,3,1.472375,140877,14
2051221,11/30/2025,2021-12-22,Male,0,Chong qing,Guang dong,China,35.0,2024/06/16,1,21234,72136.26,72953.62,100861,05/03/2023,410,80.030454,404,1,1.019149,353252,11
2050438,16-Feb-2014,2011-04-20,Female,0,,Si chuan,CHN,33.0,15-Jul-2025,5,21130,19352.45,67634.86,338559,03/29/2024,473,208.720615,335,2,1.557688,256040,7
2032783,01/03/2018,2017/09/01,female ,0,Chongqing,bei jing,cn,31.0,27-Jan-2025,3,33436,49232.34,61354.55,7749,2024-01-01,392,53.883815,87,1,1.367773,550992,5
2059482,18-Nov-2015,02/18/2025,female ,2,Guangzhou,Shanghai,,39.0,05/02/2024,2,6204,50415.96,45530.26,289356,03-May-2023,365,53.983308,40,4,0.083506,190781,8
2035561,2012/09/03,2021/10/24,Female,0,Chong qing,,CN,42.0,2024-01-11,4,20586,50444.61,36422.58,302033,02/14/2023,331,155.331128,66,5,1.893779,576447,14
2057945,2018-08-19,27-Jun-2009,female ,0,wuhan,bei jing,cn,23.0,2024/11/30,4,21469,36426.4,53885.43,70599,06-Jul-2023,513,178.223812,512,3,0.756103,65613,14
2027504,2010/05/13,2005/01/22,Unknown,0,Chengdu ,Guangdong,cn,43.0,16-Nov-2024,2,2215,9103.63,23646.38,73856,2023-02-03,652,154.657055,317,4,1.417702,125321,12
2022026,2013/10/10,09-Jun-2009,,0,Chong qing,Shaanxi,CN,41.0,20-Mar-2025,3,12156,3536.62,7707.94,305786,24-Aug-2024,208,205.656815,582,2,0.972427,7362,11
2053501,2010-02-12,09/18/2008,F,0,Xi'an,Sichuan,CN,29.0,02-May-2024,6,36769,79473.41,45521.72,331498,23-Mar-2024,40,0.033448,225,5,0.645044,411900,8
2005923,11/02/2019,11-Jan-2007,,0,Shenzhen,Shanghai,CN ,34.0,2025/10/27,3,19051,62526.47,64561.01,219990,13-Jun-2024,501,102.099839,499,4,0.895173,128495,13
2032401,10-Jan-2014,2021-05-12,M,0,Chongqing,Zhe jiang,cn,58.0,2024-08-16,4,17704,65458.03,14683.8,157884,25-Jan-2023,569,82.72124,437,2,0.246176,16021,10
2060692,2014/08/31,06/25/2015,,0,Hangzhou,bei jing,cn,42.0,2025-07-22,2,32339,83948.48,71798.05,72992,2023-11-21,609,154.197807,188,7,1.530663,161473,10
2020876,2025-07-08,04/28/2025,M,0,beijing,,United States,36.0,2024/05/16,3,29821,57419.95,42546.39,39723,10/26/2023,203,126.560878,341,1,1.355721,189211,16
2049124,11/12/2011,2025-09-23,Unknown,1,Chengdu,Si chuan,CN ,,2024/12/28,8,27332,2357.06,64469.0,145534,19-Dec-2024,9,66.163967,713,2,0.003315,50611,14
2026266,2021/07/27,23-Jan-2022,,0,Nanjing,Beijing,US,46.0,2025-03-02,3,15150,66781.04,7185.98,416010,11/07/2024,115,129.766179,371,5,1.478154,16067,13
2024452,11/25/2014,2021-09-27,,0,Hangzhou,Zhejiang,China,51.0,2024/07/09,3,48788,129985.05,34102.03,274690,13-Jul-2023,362,118.66761,218,4,0.931805,117299,7
2033949,2016-12-30,2017-07-26,Male,0,guangzhou ,Jiangsu,CN ,20.0,04/19/2025,4,62927,555.71,13856.16,482213,2024-10-25,176,61.914967,464,2,1.941114,147955,9
2006338,2013-12-29,14-Nov-2008,,0,Nan jing,Shaanxi,US,54.0,02/16/2024,3,17310,44809.03,77483.51,318588,09-May-2022,648,44.907442,299,5,1.329114,38369,17
2033294,2012/06/29,07/20/2005,Male,0,Xian,Guang dong,United States,30.0,2024-10-21,4,15465,80034.38,9285.75,72870,04-Mar-2023,597,87.295772,59,0,0.101397,41378,11
2054781,20-Nov-2024,03-Nov-2011,female ,0,Hangzhou,Chongqing,CHN,41.0,11/20/2024,6,41868,54578.56,31569.9,248641,07/25/2023,484,155.102164,138,1,0.970473,195914,14
2002607,07/14/2012,2017/02/27,F,0,Shanghai,Sichuan,India,44.0,25-Jan-2025,5,33952,60781.23,45256.42,52056,2024-09-17,130,211.632822,75,3,0.794046,93083,7
2011051,2023/02/04,2008-05-06,Female,0,Shanghai,Beijing,CN ,48.0,2025/04/02,4,33223,18859.78,3994.52,290242,2024-10-24,160,233.917821,623,5,0.936045,299534,4
2050258,2011-03-27,2008/09/18,Unknown,0,Chengdu ,Beijing,China,30.0,2024-03-12,3,45841,12260.26,52942.91,33368,08/08/2023,217,48.489814,89,0,1.155151,25195,10
2022124,05/23/2013,2019/05/20,Male,2,beijing,Shaanxi,CN,40.0,09/26/2024,5,49040,9004.79,6752.58,24621,2023-03-27,549,59.09026,572,3,0.419373,71676,10
2006415,06/29/2013,2025-02-13,F,0,wuhan,Chongqing,IN,59.0,21-Dec-2024,6,17870,13185.78,30212.9,226205,2023-03-28,634,157.182121,579,4,2.10533,3946,8
2007039,2016-09-13,23-Oct-2010,M,1,beijing,Beijing,CHN,44.0,21-Nov-2024,1,40484,75020.69,59496.47,340273,04-Jul-2024,140,121.283861,650,2,1.89393,155831,8
2058797,22-Apr-2011,16-May-2017,Male,2,Nanjing,,CN ,34.0,2025/05/09,4,31168,12430.47,3265.6,227330,11/05/2024,185,32.440279,595,4,0.509562,440307,10
2000006,2023/03/31,2010-10-16,,0,Guangzhou,,US,38.0,2025-10-23,4,25125,11071.5,11091.04,198595,06/22/2024,488,102.705677,537,1,1.445389,70690,9
2054580,04-Jun-2017,2005-05-20,F,0,beijing,shang hai,CN,40.0,28-Nov-2024,10,26825,18506.99,45802.37,200845,07-Apr-2024,235,6.650417,182,2,1.481084,58005,8
2016127,2017/03/10,04-Apr-2011,Female,2,Wuhan,Sichuan,CN,27.0,08/19/2024,5,62482,2129.31,6324.83,65980,2022-10-27,662,115.325449,349,6,0.664871,292604,10
2019548,08/24/2020,04/16/2023,Female,0,,Si chuan,IN,39.0,10/14/2024,5,40460,3371.33,66056.77,73778,13-May-2024,154,221.985875,133,4,0.745125,211205,18
2037781,2010/07/06,28-Jan-2007,male,0,Hangzhou,Shanghai,cn,47.0,2025-07-26,4,16314,63349.73,21244.58,249487,07-Nov-2023,627,41.585865,434,2,0.634882,285197,4
2054657,2023/08/22,2008/12/30,Female,0,Nanjing,Shaanxi,US,41.0,2024-02-18,7,8779,10870.92,26483.63,97430,29-Mar-2022,n/a,294.93806,219,3,1.409356,630821,7
2057693,2010-12-01,05/22/2014,F,1,Hangzhou,Chongqing,CN,36.0,20-Jul-2024,4,12549,31691.21,73551.54,284212,04/26/2024,85,31.52263,120,3,1.430169,196721,17
2005414,2023/10/28,2017-07-18,M,0,SHANGHAI,Guangdong,IN,37.0,2025/03/17,7,16408,84186.58,53435.17,331708,2025-02-04,41,130.235512,296,3,0.873526,558772,13
2000441,2012/01/18,2018-09-04,Male,0,Chengdu,Shanghai,CN,38.0,02-Oct-2025,4,28103,9308.83,40366.07,268355,2024-02-22,588,83.284623,595,6,1.949991,245472,8
2054355,11/09/2022,2022-02-14,F,0,Xi'an,Beijing,CN ,45.0,2025/03/09,4,42680,3014.35,16257.07,462433,20-Dec-2024,79,1.585929,191,4,2.165438,105627,7
2058309,2018-01-12,2024/04/15,Male,0,Beijing,Sichuan,cn,50.0,2024-02-05,4,15340,62073.73,47823.25,293,2023-12-05,62,83.197664,211,1,1.053071,351526,10
2062887,2013-05-02,2007/04/01,female ,1,,Zhe jiang,United States,55.0,01/04/2025,4,36200,67751.3,34031.62,306707,05/28/2024,221,169.361993,83,2,0.826085,157472,11
2036001,2012-05-05,2021/01/15,Female,3,Chongqing,bei jing,China ,48.0,04/17/2024,5,33116,43051.83,16203.63,6573,2024-02-01,76,85.166072,439,4,1.399245,81541,10
2044323,2014/06/30,03/09/2023,Unknown,1,Xi'an,Guangdong,US,38.0,2025/07/31,3,21287,20187.54,71577.43,179829,09/27/2023,673,82.100592,487,0,1.335645,26043,12
2047278,2018/09/08,12/11/2020,Unknown,1,guangzhou ,Si chuan,India,21.0,01-Jul-2025,2,-48740,68613.92,9611.18,20253,04/17/2024,440,96.095009,585,0,0.208684,183737,7
2001939,2019-04-08,02/10/2019,Male,0,Shanghai,Jiangsu,UNKNOWN,33.0,10/30/2025,4,12765,38437.32,55583.65,462013,09/11/2025,49,6.576499,294,1,1.002273,91085,8
2009118,2024/03/16,2017-04-12,Female,3,Chengdu,bei jing,cn,28.0,04/01/2025,3,20140,77955.14,31634.31,333856,02-Aug-2024,242,46.030587,472,3,2.057463,106202,11
2018910,05/10/2025,2018-06-13,Male,0,Nan jing,,CN,38.0,2024-04-22,3,50635,48533.96,44841.64,274202,2023-08-08,258,150.827861,275,1,1.06184,244415,11
2004871,04-Aug-2025,2020/05/31,M,0,Hangzhou,,CN,39.0,01/27/2024,5,45970,113283.59,18437.17,125194,2023-04-02,300,131.787339,507,3,1.158586,339377,10
2022468,2010-06-06,2009-01-30,male,3,Chongqing,Jiangsu,China ,42.0,01-Aug-2025,7,25367,?,34427.96,594704,06/20/2025,42,69.703323,211,2,1.018328,215316,10
2062810,23-Oct-2017,09-Dec-2017,M,1,Nanjing,Shaanxi,United States,51.0,03/31/2024,5,27219,30934.72,109666.64,217614,04-May-2022,697,297.947906,321,3,0.434692,126402,9
2044838,2022-06-02,2020/09/26,F,0,Shenzhen,Guangdong,United States,32.0,06/17/2024,5,26554,23992.67,124856.28,422662,02/02/2023,501,4.636518,156,1,0.791823,295384,8
2007976,08-Jul-2010,07-Sep-2006,F,0,Shenzhen,Jiangsu,United States,31.0,2025-01-18,4,7327,93179.45,67250.17,223557,07-Jun-2023,591,11.129358,204,5,0.606575,262108,12
2017270,05/10/2014,2021-08-20,F,0,Hangzhou,Si chuan,United States,,01/22/2024,4,27076,11657.23,1549.19,71310,2022-03-08,685,18.797555,176,2,0.909049,353323,8
2054137,2020/09/29,03-Nov-2010,Female,1,wuhan,shang hai,India,48.0,09/11/2024,8,12532,46288.62,50164.26,208663,05/13/2024,121,90.947664,355,3,1.959819,259859,6
2027461,11/02/2013,01/28/2018,Male,0,Shenzhen,Zhe jiang,IN,21.0,06/12/2025,3,59763,56043.71,n/a,198608,09-Jun-2025,3,87.307249,29,4,0.603805,178531,14
2028291,2010-02-22,2017-02-06,Male,1,Shanghai,Hubei,CHN,39.0,2024/10/05,2,57995,15875.01,12482.49,402598,2023-07-21,442,97.804564,104,3,1.299416,201753,15
2007705,06/26/2024,12/10/2014,Unknown,0,,Shanghai,IN,,01/20/2025,7,10887,54452.58,61169.72,360846,04/17/2024,278,105.01175,443,1,0.703369,179346,12
2016892,12-Oct-2013,11-Aug-2023,male,1,Shanghai,Hubei,CN,46.0,2024-01-24,4,7639,99574.28,22125.74,312168,2022-04-16,648,221.331491,330,1,1.739841,188869,12
2049596,2011/11/25,2020-03-13,Female,3,Chengdu,,CN,23.0,2024/09/24,2,15431,47912.49,51543.43,26013,10/29/2023,331,162.920771,199,1,1.04428,145304,10
2062037,22-Jan-2024,2023-06-09,Male,2,Chong qing,Guangdong,US,30.0,08/31/2025,7,35388,33732.78,26783.58,357780,2024-11-25,279,95.70032,736,3,0.478081,293188,14
2005070,07/13/2014,06/27/2019,F,0,beijing,Guangdong,IN,22.0,08/28/2025,6,43442,30335.9,70580.23,50968,02-Mar-2024,544,124.085482,301,5,1.808858,143571,10
2046459,2019-10-13,2005/10/12,Female,2,,,United States,34.0,06/27/2025,4,18353,9702.28,4753.1,200091,22-May-2024,401,102.854183,329,4,1.493508,40175,9
2027604,2016/10/31,2019/01/25,male,1,Hangzhou,Hubei,cn,40.0,05-Apr-2025,6,39698,19033.99,3167.58,116429,01/06/2024,455,86.743049,382,3,1.468608,119085,8
2023607,2011-09-09,07-Sep-2006,Male,3,Nanjing,,CN ,51.0,31-Mar-2025,7,29753,64804.27,6890.37,256794,01/05/2024,451,176.057543,529,5,1.565727,362031,14
2009409,2014/06/16,08/16/2009,male,0,Hangzhou,Jiangsu,cn,53.0,28-Jun-2024,3,41799,49979.12,19893.8,282098,2023-12-19,192,134.211492,156,4,1.49191,575260,9
2024644,2011/01/31,2022/01/14,M,1,Chong qing,Guangdong,US,42.0,2025/10/03,4,54855,3777.54,16740.52,121582,28-Sep-2024,370,171.556187,213,1,0.245684,85068,10
2051256,2023-09-03,02/29/2008,F,0,Beijing,bei jing,,37.0,2024-02-21,6,36388,27130.2,13342.25,332288,10-Apr-2022,682,278.850531,474,7,1.35811,140348,11
2016450,2018/12/24,2020-03-25,M,0,Xian,Guangdong,United States,25.0,08-Oct-2025,6,34541,37439.21,62338.38,36887,2024-03-07,580,124.042355,378,5,1.242725,89227,6
2051480,11/08/2017,23-Jan-2006,Female,2,Xi'an,Si chuan,China ,42.0,2024/12/21,6,21521,124807.22,14949.81,264367,12/24/2023,363,61.249852,21,4,1.480414,205410,12
2045326,01/26/2017,2010-07-14,M,1,beijing,Guang dong,IN,39.0,2024-08-15,2,19323,8704.19,5567.86,21610,11-Aug-2024,4,137.33927,407,3,0.947453,179502,11
2024648,11/07/2021,2018-04-23,M,0,Xian,Zhejiang,IN,44.0,2025-10-24,6,41277,41487.24,44945.63,18156,07-Jun-2025,139,43.744058,172,3,1.123063,254713,9
2038234,03/29/2013,10/10/2019,,3,Shenzhen,Guangdong,China,47.0,04-May-2025,6,72378,74308.79,17769.6,150360,2024-05-17,352,120.172745,45,5,1.729727,250505,10
2062531,03/22/2012,30-Jul-2005,F,0,Shenzhen,,cn,33.0,13-Oct-2024,6,26069,31790.64,35320.3,306966,12/05/2023,313,37.819825,580,1,1.033656,283803,8
2040280,09/28/2019,30-Sep-2006,male,0,,Guangdong,CHN,,2024-10-31,3,62887,55718.33,3019.35,366721,01/28/2024,277,92.160272,151,4,0.008092,133003,12
2029282,14-Oct-2015,05/06/2009,F,0,wuhan,Chongqing,US,32.0,18-Jun-2024,4,46180,41635.63,58192.38,284411,2023-06-06,378,326.241064,27,4,0.87836,145653,13
2007665,29-Jan-2024,02-May-2024,M,0,XI'AN ,Beijing,CN,42.0,2024-09-10,4,8361,21056.8,8992.0,39655,11/21/2023,294,88.278366,536,4,0.670777,345828,6
2013120,2016-06-19,18-Jun-2019,Female,0,Shenzhen,Shanghai,China,,2025/09/12,3,31664,15846.29,27385.53,182029,2025-07-11,63,94.301242,724,0,1.009519,118666,9
2047447,05-Mar-2019,2020/01/28,F,0,Hangzhou,Guangdong,CHN,49.0,2024-08-21,6,8391,54414.15,51761.26,83396,03-Nov-2023,292,48.172004,571,1,2.236844,393128,11
2049799,02-Jul-2012,02/25/2007,Unknown,1,Xi'an,,IN,37.0,24-Mar-2025,5,96913,8763.04,58258.14,218898,09/08/2023,563,10.588921,158,1,1.495574,150682,7
2059265,03-Sep-2018,03/11/2021,Male,3,Shenzhen,Si chuan,United States,30.0,08/05/2025,7,15722,40429.0,120846.42,528549,23-Jun-2025,43,77.170432,163,3,1.291504,17167,11
2033065,04/16/2015,2023-09-03,male,3,Nanjing,,India,40.0,2024-03-25,9,15362,22997.38,71132.42,202890,11/20/2023,126,30.032978,24,2,1.601551,81060,12
2053556,2016-12-15,2022-06-08,,0,Shanghai,Zhejiang,CN,18.0,2025/10/04,5,42538,11325.63,12496.31,388946,2024-08-19,411,62.88742,394,1,0.693518,167872,11
2006458,2020-05-01,08-Jan-2021,F,0,Xi'an,Shanghai,US,52.0,29-Sep-2025,9,36261,1645.42,22419.19,550671,12-Sep-2025,17,153.066937,458,8,1.467728,303749,13
2014246,2020/02/25,2012/01/23,,0,wuhan,bei jing,China ,42.0,10-Dec-2024,6,7758,9320.73,18246.52,247092,29-Apr-2024,225,124.980847,280,3,1.339656,99519,13
2042270,2016-03-29,04/18/2008,,0,Nan jing,Chongqing,CHN,26.0,2025-10-15,6,5979,24262.19,16318.22,4788,2024-07-13,459,307.105122,47,4,1.496401,416243,8
2015006,2016-02-28,08/24/2006,male,0,Beijing,Guang dong,CN ,57.0,2025-06-13,2,20932,40906.25,43859.03,300807,2024-09-03,283,67.061888,726,2,2.112646,236289,10
2057803,25-Oct-2012,2024/05/24,Unknown,3,guangzhou ,Guang dong,China ,38.0,2025-08-27,3,28165,75888.72,113852.72,29070,2024-04-30,484,27.620129,307,2,1.043583,382260,13
2027220,2015/11/24,2022-03-20,,3,Guangzhou,Jiangsu,China ,41.0,2024/05/07,6,47445,39282.57,53042.46,70589,13-Sep-2022,602,115.332369,445,6,0.968545,44815,11
2062430,2015-07-03,14-Jan-2020,,0,Xian,shang hai,IN,34.0,2025/01/07,4,10578,30874.51,28857.43,18529,01/19/2024,354,230.516428,81,2,0.29378,126167,11
2046214,31-Dec-2017,03-Feb-2012,male,1,Nan jing,,China,24.0,2025-02-23,3,51748,50047.0,19531.79,80722,05/16/2023,649,103.254344,408,3,1.181388,90804,3
2007182,2015/08/27,2007-12-03,,0,Wuhan,Shanghai,CN ,,2025/01/08,6,54281,55801.65,16902.46,203937,02/18/2024,325,100.750037,162,6,1.693111,421517,20
2061874,2019/04/20,06/26/2015,M,2,Guangzhou,Jiangsu,CN,25.0,02-Oct-2025,4,22789,25562.53,23805.55,261266,29-Jan-2024,612,117.754368,535,7,0.712585,280262,7
2024431,01/13/2016,05/24/2020,,1,Chongqing,Jiangsu,IN,43.0,2024-09-21,6,5844,29069.75,31955.13,174889,06/16/2023,463,102.824167,538,7,0.842827,191254,10
2012908,13-Apr-2025,2017-12-13,Female,2,Shenzhen,,India,47.0,2025-12-22,4,39961,4035.46,77484.76,111719,08-Dec-2025,14,94.010353,248,2,1.172165,43249,8
2008303,03/25/2012,05-Jan-2019,Female,1,wuhan,Guangdong,cn,38.0,07/03/2024,2,18585,47538.4,47055.1,53470,08/09/2022,694,111.336666,55,3,1.315132,253403,6
2021331,2020/01/11,2006/10/20,F,0,Chengdu,Chongqing,cn,45.0,2024/09/07,3,4947,28735.88,1458.37,820,2024-06-20,79,86.192696,404,1,0.758528,80229,13
2030594,04-Nov-2023,2025-05-07,Male,2,Nan jing,Guangdong,CN ,50.0,2024-10-23,3,7138,30173.37,9935.44,167306,08/17/2024,67,49.107584,512,6,1.688234,222572,9
2025466,10/29/2023,2018/07/01,male,2,Chong qing,Beijing,China,40.0,2025/09/21,4,39673,38172.66,33915.27,61006,2025-04-23,151,246.055308,634,3,0.428679,108487,14
2062442,08/27/2015,2019-03-23,,1,Shanghai,Jiangsu,CHN,57.0,2025/08/01,4,16733,20062.02,60855.01,202953,07/08/2025,24,261.744144,199,2,0.88868,379474,7
2033524,09/05/2010,2025/12/30,Female,1,Wuhan,Beijing,India,,27-May-2024,2,23757,11789.96,38804.89,202062,29-Sep-2023,241,214.699866,483,1,1.047877,159315,4
2003535,2013-08-28,08/31/2014,Male,0,BEIJING ,Chongqing,cn,46.0,07/27/2024,4,20186,15199.28,31648.74,72561,2022-09-14,682,147.570727,343,6,1.459045,151823,14
2013728,2011-09-27,2015-12-13,,2,Chengdu,Chongqing,US,34.0,09-Sep-2024,6,27215,66035.33,31130.49,60410,12-Jun-2023,455,106.305536,185,3,0.404769,466484,6
2008385,2019-06-05,28-Oct-2015,male,0,Wuhan,Shanghai,CN ,27.0,2024/07/28,5,-18264,67679.57,256.82,73804,08-Jan-2023,567,84.592893,407,1,0.487734,345552,8
2022874,2016-09-18,09/02/2016,male,1,Shenzhen,Hubei,India,45.0,2024-12-22,4,28724,53842.01,26755.54,223268,07-May-2023,595,130.25566,341,1,0.41283,190833,16
2061315,08/31/2023,2025/03/17,Female,0,Chong qing,Guangdong,cn,46.0,2024/11/08,4,39797,37086.29,99303.29,180432,09-May-2023,549,172.147138,510,4,0.880103,67128,11
2004455,08/15/2017,04-Feb-2011,M,2,Hangzhou,Shanghai,US,39.0,2024-01-16,6,47357,111544.3,472.04,583671,2023-04-09,n/a,29.986916,372,3,1.245181,52392,6
2047276,2021-04-23,03/31/2014,Unknown,3,Hangzhou,Zhe jiang,,38.0,2024/10/29,4,8595,7522.56,64609.52,44615,2023-07-29,458,122.069316,114,2,0.960015,106456,14
2025722,06/02/2017,09/11/2012,Unknown,0,guangzhou ,Jiangsu,cn,40.0,2024-09-12,3,45809,40092.6,42498.0,148157,07/04/2024,70,7.794699,428,1,0.446624,169026,9
2017766,01/01/2017,02/26/2010,Male,0,,Shanghai,China ,39.0,01/30/2025,7,2858,71716.77,12808.76,170414,23-May-2023,618,19.255497,380,5,0.380031,304787,10
2048796,2017/12/11,20-Mar-2010,Male,0,Hangzhou,shang hai,cn,42.0,2024-11-03,7,10064,68049.18,69774.26,187590,07/08/2023,484,153.498529,359,4,2.002897,140404,13
2037200,2011-10-12,2016-06-01,male,1,Hangzhou,Hubei,cn,55.0,2024-09-13,5,13604,13539.36,41929.91,128931,2023-10-13,336,179.906816,463,5,1.567099,497430,11
2039502,2010/07/31,2010-02-19,female ,1,Guangzhou,shang hai,CN,33.0,2024-03-07,4,16746,16591.69,17668.1,206160,2023-05-05,307,160.378468,522,2,1.480898,339919,10
2045105,2020-10-13,2014/04/15,Unknown,0,Hangzhou,Shanghai,China,35.0,08/04/2025,8,12427,49659.4,13672.85,206472,19-Jun-2025,46,52.325471,363,6,0.983129,113312,8
2036661,2023-10-03,18-Jun-2011,Male,0,Chengdu,Si chuan,CN,,09/03/2025,4,35062,73622.5,69887.5,360836,2024-08-02,397,29.105168,665,5,1.11619,480528,8
2002614,2023/01/13,03-Jan-2018,F,1,Guangzhou,bei jing,China ,49.0,2024-08-12,6,49793,44116.88,35604.54,191622,08-May-2024,96,130.101166,55,4,0.86314,107338,9
2022561,2025/07/27,2017-03-20,Unknown,2,Hangzhou,Guang dong,CHN,36.0,31-Dec-2024,3,14372,95420.11,64606.52,382793,2024-08-22,131,155.243828,189,3,0.064243,53065,11
2053163,2014/05/31,2020-04-22,M,3,Xian,shang hai,IN,42.0,25-Mar-2025,2,28061,99993.98,79158.63,86125,01/31/2025,53,57.33503,765,3,1.038068,370186,3
2009954,2011-05-03,2016-08-10,Female,0,Guangzhou,,China,25.0,08/05/2024,6,38334,90249.88,51808.98,139483,28-Feb-2024,159,153.003108,504,1,0.780279,202243,11
2028523,04/12/2018,2019-12-26,Male,1,Nan jing,Shaanxi,CHN,38.0,2025/10/15,5,30786,78639.69,33009.48,287211,09/11/2025,34,140.432305,305,3,1.262518,140688,9
2017960,2024/07/12,29-Sep-2016,F,3,beijing,Sichuan,CN,52.0,06/26/2025,4,21907,2301.94,3126.56,73863,2025-02-13,133,109.929718,622,2,1.899963,273020,12
2040757,2023-10-09,01/29/2019,female ,3,Nan jing,Hubei,China,37.0,2024-03-11,3,45548,119355.99,23510.83,78030,2023-07-31,224,72.223635,100,5,0.743453,62441,14
2050799,2017-10-13,2012/08/21,M,0,Xi'an,Zhe jiang,US,52.0,2025/12/26,4,6320,47624.18,32683.21,93390,22-Oct-2025,65,73.403936,564,1,0.565684,66341,14
2034352,2019-05-18,2022/09/02,Unknown,0,Chong qing,shang hai,cn,,2024-02-27,3,37761,80985.18,10431.47,167240,2023-10-21,129,161.238112,319,5,0.150078,155443,9
2053341,01-Jul-2024,2005-10-02,female ,0,Beijing,bei jing,cn,36.0,2024-02-10,3,27223,156700.34,20388.57,290130,08/09/2023,185,109.009025,416,6,1.065382,191123,8
2008144,03-Nov-2010,18-Oct-2008,Female,0,Xi'an,Shaanxi,CHN,44.0,2025-05-24,4,27167,30525.83,40453.22,2837,2024-04-17,402,169.38174,206,2,0.49577,455055,10
