MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight,SUM_YR_1_log,SUM_YR_2_log,AVG_INTERVAL_sqrt,AGE_GROUP,Distance_Group
2006478,2025-02-18,2023-08-08,M,0,Shanghai,Zhe Jiang,China,30,2024-12-28,8,17183,969,18630,375352,2025-08-13,47,204,124,2,1,3807,10,6.877296071497429,9.832582139020353,14.2828568570857,Young Adult,200k+
2053052,2018-01-20,2015-07-03,F,0,Wuhan,Hubei,United States,36,2024-12-28,1,41706,47437,22511,51944,2024-01-22,584,70,439,3,1,94272,9,10.767178874266891,10.02180377935417,8.366600265340756,Adult,50k-100k
2052720,2018-01-23,2018-11-16,F,1,Hangzhou,Shanghai,India,70,2024-12-28,7,39713,77515,64819,413893,2024-01-22,651,82,563,0,1,35201,7,11.25823964564614,11.079369476695538,9.055385138137417,Senior,200k+
2038221,2018-01-23,2023-08-22,M,0,Shenzhen,Hubei,China,70,2024-12-28,4,57606,48943,19097,410978,2024-01-22,599,97,454,2,1,24462,11,10.798432066390685,9.857338896510148,9.848857801796104,Senior,200k+
2011280,2018-01-23,2015-07-03,M,2,Wuhan,Shanghai,China,41,2024-12-28,6,48512,15392,21608,222277,2024-01-22,485,202,523,2,1,196336,16,9.641668139610074,9.980865173557472,14.212670403551895,Adult,200k+
2029832,2018-01-23,2015-07-03,M,2,Guangzhou,Si Chuan,India,35,2024-12-28,5,21502,47110,39284,290772,2023-03-13,503,124,43,2,0,265443,9,10.760261798384528,10.578598045609922,11.135528725660043,Adult,200k+
2016941,2018-01-23,2015-07-03,F,1,Nanjing,Jiangsu,China,70,2024-12-28,8,45952,20313,13401,351532,2024-11-15,393,143,264,2,2,102754,6,9.919065582499446,9.503159228533116,11.958260743101398,Senior,200k+
2029123,2025-01-06,2015-07-03,F,0,Shenzhen,Jiangsu,United States,64,2024-12-28,5,36538,69755,8927,43961,2024-01-22,304,60,187,2,2,348154,10,11.15275871748935,9.096947684621092,7.745966692414834,Senior,20k-50k
2042675,2024-01-15,2015-07-03,M,0,Guangzhou,Shanghai,United States,70,2024-12-28,2,36821,20126,45610,172781,2024-01-22,164,88,630,0,1,141005,14,9.909817476230998,10.727904194481841,9.38083151964686,Senior,100k-200k
2037039,2011-04-10,2015-07-03,M,0,Chong Qing,Shanghai,India,47,2024-12-28,3,18847,11653,23126,254036,2024-01-22,327,129,210,2,0,174677,8,9.363404747703019,10.048756045127371,11.357816691600547,Middle Age,200k+
2008532,2018-01-23,2015-10-06,F,0,Chengdu,Si Chuan,India,45,2024-12-28,3,37043,68365,75064,2430,2024-01-22,639,63,125,2,2,109207,9,11.132630904004008,11.226109683846405,7.937253933193772,Adult,0-5k
2043130,2021-07-13,2011-02-09,M,0,Shanghai,Shanghai,India,46,2024-12-28,4,27351,58548,6058,71047,2022-05-27,601,104,556,2,2,63478,14,10.977619289460709,8.70930004894499,10.198039027185569,Middle Age,50k-100k
2020471,2015-05-02,2012-11-14,F,0,Nanjing,Si Chuan,China,23,2024-02-02,4,28362,7822,61965,452663,2022-11-02,457,111,341,2,1,45249,7,8.96482339168508,11.034341126511256,10.535653752852738,Young Adult,200k+
2023048,2018-01-23,2006-11-23,M,1,Chong Qing,Shanghai,China,42,2024-12-28,4,31176,47047,10992,29735,2024-01-22,408,250,65,2,1,192118,8,10.758923636139793,9.305013985578864,15.811388300841896,Adult,20k-50k
2009096,2018-01-23,2015-07-03,M,2,Xian,Shanghai,United States,70,2024-12-28,3,16249,17120,51357,95897,2024-12-22,50,101,146,3,0,239840,5,9.748061059204817,10.84657599679566,10.04987562112089,Senior,50k-100k
2019523,2018-01-23,2013-09-20,M,0,Beijing,Hubei,China,53,2024-12-28,2,51377,48944,41034,367591,2024-01-22,437,180,611,4,1,324107,14,10.79845249769553,10.622180640063812,13.416407864998739,Middle Age,200k+
2057364,2018-01-23,2015-07-03,F,0,Shanghai,Beijing,India,37,2024-12-28,6,5595,11303,26716,179113,2024-01-22,120,134,327,3,2,176812,7,9.332911924364364,10.19305534589812,11.575836902790225,Adult,100k-200k
2032093,2018-01-23,2015-07-03,M,2,Beijing,Shanghai,China,70,2024-12-28,3,49938,70897,8748,444242,2024-01-22,631,175,436,0,1,184707,14,11.168997503377634,9.076694687106265,13.228756555322953,Senior,200k+
2016973,2011-09-09,2015-07-03,M,1,Chengdu,Shanghai,China,47,2024-12-28,4,43928,12528,28696,85467,2024-01-22,6,210,517,4,2,99802,8,9.435801236245553,10.264547866667387,14.491376746189438,Middle Age,50k-100k
2036134,2021-10-11,2015-07-03,M,2,Xian,Beijing,China,30,2024-12-28,3,39000,44325,15736,401155,2023-05-22,274,43,249,5,1,125072,18,10.69932669131962,9.663769906600864,6.557438524302,Young Adult,200k+
2051823,2010-10-15,2015-07-03,M,0,Hangzhou,Beijing,China,37,2024-12-28,5,48361,84349,29006,107457,2025-06-29,27,8,401,2,1,260874,13,11.342730087974115,10.275292459151657,2.8284271247461903,Adult,100k-200k
2005516,2018-01-23,2015-07-03,M,2,Xian,Shanghai,United States,21,2024-12-28,4,49059,21050,21152,298050,2024-01-22,671,108,499,3,2,320086,10,9.954703343920398,9.95953701838715,10.392304845413264,Young Adult,200k+
2011782,2018-01-23,2018-08-16,M,1,Hangzhou,Shanghai,China,25,2025-12-02,7,31384,11231,13696,338523,2024-12-15,352,151,529,3,1,231561,12,9.326522126265592,9.524932109734822,12.288205727444508,Young Adult,200k+
2008227,2018-01-23,2015-07-03,M,0,Guangzhou,Zhe Jiang,China,30,2024-12-28,6,42504,56995,44525,181986,2022-12-23,640,80,229,2,2,15212,6,10.95073636891568,10.703828567198189,8.94427190999916,Young Adult,100k-200k
2015311,2018-02-14,2015-07-03,F,2,Shenzhen,Zhe Jiang,China,50,2024-12-28,5,26459,44834,38551,177121,2024-01-22,245,234,183,4,2,70864,6,10.710744363386148,10.559763258320169,15.297058540778355,Middle Age,100k-200k
2024605,2018-01-23,2015-07-03,F,2,Shenzhen,Chongqing,India,51,2024-07-22,4,15058,63523,36342,357145,2024-01-22,138,89,620,1,1,529899,9,11.059173066230537,10.500756892202675,9.433981132056603,Middle Age,200k+
2035164,2018-01-23,2015-07-03,M,1,Shenzhen,Shanghai,China,51,2024-12-28,3,21576,4201,8047,249228,2024-01-22,133,120,114,0,1,429344,6,8.343315881404946,8.99317889233952,10.954451150103322,Middle Age,200k+
2056766,2018-01-13,2015-07-03,M,0,Shenzhen,Zhe Jiang,China,36,2024-12-28,3,52914,96201,62897,166318,2024-01-22,224,112,410,2,2,15518,6,11.474205426458479,11.049269645680628,10.583005244258363,Adult,100k-200k
2005507,2018-01-23,2015-07-03,M,1,Nanjing,Chongqing,China,39,2024-12-12,7,8386,33930,59877,272175,2024-01-22,39,203,175,5,1,140817,9,10.432084329787237,11.000064437842168,14.247806848775006,Adult,200k+
2026479,2025-04-15,2015-07-03,F,0,Chengdu,Shanghai,China,30,2025-05-02,3,12538,68016,51358,197814,2024-01-22,408,250,236,3,2,177733,5,11.12751295291345,10.846595467769308,15.811388300841896,Young Adult,100k-200k
2051323,2018-01-23,2015-07-03,M,2,Nanjing,Si Chuan,China,30,2025-04-27,6,52265,42246,163,210098,2024-01-22,567,117,166,1,1,326539,7,10.65128862434712,5.099866427824199,10.816653826391969,Young Adult,200k+
2000925,2018-01-23,2009-07-12,M,0,Shanghai,Shanghai,China,38,2024-12-28,2,22381,7344,65652,232495,2024-12-18,325,118,309,2,0,313975,8,8.901775088607979,11.092138575564253,10.862780491200215,Adult,200k+
2040903,2018-01-23,2015-07-03,M,0,Hangzhou,Guangdong,India,30,2024-12-28,8,37760,4800,77255,257318,2024-01-22,540,7,178,2,1,280563,5,8.476579508530941,11.254879861646753,2.6457513110645907,Young Adult,200k+
2012071,2018-01-23,2020-11-15,F,0,Guangzhou,Chongqing,India,70,2024-12-28,3,28067,32205,55579,211931,2024-01-22,247,51,227,3,1,82925,17,10.379908049577942,10.925578703296495,7.14142842854285,Senior,200k+
2050506,2018-01-23,2015-07-03,M,2,Chengdu,Shanghai,United States,38,2025-11-15,8,40011,17099,20622,570154,2024-01-22,414,175,146,3,2,105851,4,9.746833742490752,9.934162236804047,13.228756555322953,Adult,
2011707,2018-01-23,2015-07-03,M,2,Nanjing,Shanghai,United States,30,2024-12-28,2,45546,17693,17102,425763,2024-01-22,608,115,316,4,1,165308,9,9.780980878043332,9.74700916569969,10.723805294763608,Young Adult,200k+
2041440,2018-01-23,2015-07-03,F,0,Xian,Shanghai,India,44,2024-12-28,7,28983,21840,44879,194059,2024-01-22,692,1,625,3,1,159022,17,9.991544216356411,10.711747540196578,1.0,Adult,100k-200k
2035893,2018-01-23,2005-12-01,M,2,Hangzhou,Guangdong,China,43,2024-12-28,5,23535,81578,18382,552743,2024-01-22,338,192,196,6,2,285548,6,11.30932715489007,9.819181603482871,13.856406460551018,Adult,
2022058,2018-01-23,2011-10-01,M,2,Chong Qing,Shanghai,China,51,2024-12-28,7,20706,782,23027,404115,2024-01-22,179,58,327,3,2,360116,9,6.663132695990803,10.0444661457957,7.615773105863909,Middle Age,200k+
2030917,2016-08-07,2015-07-03,M,1,Shanghai,Shanghai,China,28,2025-08-19,7,47892,67310,4643,297638,2024-01-22,67,4,104,5,0,311041,15,11.117078949527887,8.443331342817782,2.0,Young Adult,200k+
2019159,2018-01-23,2008-09-24,M,0,Chong Qing,Si Chuan,China,26,2024-12-28,6,43513,44539,30756,142905,2023-12-21,646,34,72,1,1,188306,16,10.704142940811359,10.333872889604516,5.830951894845301,Young Adult,100k-200k
2040389,2018-01-23,2015-07-03,F,1,Guangzhou,Si Chuan,China,24,2024-12-28,7,30615,25446,135,310301,2024-01-22,194,69,100,5,0,223176,8,10.144353136837955,4.912654885736052,8.306623862918075,Young Adult,200k+
2006560,2018-01-23,2015-07-03,F,2,Beijing,Chongqing,China,45,2024-12-28,5,27341,123524,11031,414918,2024-01-22,63,141,175,6,1,277095,8,11.724198843713951,9.308555419473137,11.874342087037917,Adult,200k+
2057059,2013-12-30,2015-07-03,M,0,Nanjing,Zhe Jiang,United States,22,2025-02-24,5,14534,16009,9369,224245,2024-01-13,408,168,297,3,0,46886,13,9.68096880599076,9.145268375232467,12.96148139681572,Young Adult,200k+
2041914,2018-01-23,2015-07-03,F,1,Wuhan,Jiangsu,China,49,2024-12-28,7,48258,61444,6149,342096,2024-08-13,430,91,238,2,1,185141,6,11.025897744718698,8.724207360800564,9.539392014169456,Middle Age,200k+
2012721,2018-01-23,2015-07-03,M,1,Nanjing,Shanghai,China,49,2024-12-28,4,43337,98638,51732,243610,2023-06-06,451,51,471,4,1,78521,12,11.499221999911736,10.853851154743419,7.14142842854285,Middle Age,200k+
2042615,2018-01-23,2015-07-03,M,2,Shenzhen,Beijing,China,24,2024-12-28,10,38321,77686,25023,79799,2024-10-05,62,193,556,0,1,224214,10,11.260443212190522,10.127590643345037,13.892443989449804,Young Adult,50k-100k
2059952,2018-01-23,2013-04-11,M,0,Hangzhou,Guangdong,China,43,2024-12-28,5,23024,30013,44965,70755,2025-05-04,8,170,270,2,0,189098,10,10.309419218455934,10.713661927620947,13.038404810405298,Adult,50k-100k
2041184,2022-02-12,2015-07-03,M,2,Guangzhou,Shanghai,United States,46,2025-10-15,3,60923,104342,7208,284571,2024-01-22,340,191,364,2,1,191423,12,11.55543882831946,8.883085524404578,13.820274961085254,Middle Age,200k+
2009628,2021-12-18,2015-07-03,F,2,Beijing,Beijing,India,47,2024-12-28,3,38794,93303,91185,34098,2024-01-22,578,193,142,7,0,88998,16,11.443618258370886,11.420656655506816,13.892443989449804,Middle Age,20k-50k
2005799,2018-01-23,2015-07-03,M,2,Beijing,Chongqing,India,70,2024-02-15,7,41289,58804,68466,16634,2024-01-22,201,127,242,0,0,369656,9,10.981982164285137,11.134107156345806,11.269427669584644,Senior,5k-20k
2028558,2018-01-23,2015-07-03,M,0,Nanjing,Si Chuan,United States,45,2024-06-08,5,37274,76539,56477,153458,2023-05-26,379,6,86,1,1,87660,14,11.245568758979694,10.941606460775276,2.449489742783178,Adult,100k-200k
2022367,2018-01-23,2015-07-03,M,1,Beijing,Hubei,India,70,2024-12-28,5,47647,8096,18890,89600,2024-01-22,343,186,158,4,1,172900,10,8.999248901686114,9.846440897156853,13.638181696985855,Senior,50k-100k
2038651,2018-01-23,2008-09-19,M,0,Shenzhen,Jiangsu,United States,36,2024-12-28,1,44313,62712,5224,338915,2023-10-14,359,121,176,4,1,211886,17,11.046324041652891,8.561210076833012,11.0,Adult,200k+
2044117,2013-04-11,2015-07-03,F,0,Hangzhou,Shanghai,India,34,2024-12-28,3,52023,74114,50447,263632,2024-01-22,519,128,430,4,1,49997,8,11.21337321994796,10.828698381784841,11.313708498984761,Adult,200k+
2027833,2018-01-23,2015-07-03,F,0,Guangzhou,Beijing,United States,45,2024-12-28,5,45080,4808,18113,313154,2024-01-22,496,81,402,3,1,456449,10,8.478244441277663,9.804440398934894,9.0,Adult,200k+
2057217,2018-01-23,2015-07-03,F,0,Guangzhou,Beijing,India,50,2024-12-28,7,57961,104611,12165,159450,2024-01-22,472,64,309,2,1,86730,6,11.558013546786153,9.40640045488065,8.0,Middle Age,100k-200k
2052249,2018-01-23,2015-07-03,M,0,Shenzhen,Zhe Jiang,China,23,2024-12-28,10,33797,24424,51851,178716,2024-01-22,343,33,23,2,1,191333,13,10.103362476910984,10.856148785719933,5.744562646538029,Young Adult,100k-200k
2026026,2018-01-23,2015-07-03,M,0,Shenzhen,Si Chuan,China,32,2024-12-28,4,15469,23218,99642,341278,2024-01-22,161,17,427,4,1,290994,10,10.052726188002366,11.509349077313074,4.123105625617661,Adult,200k+
2018566,2018-01-23,2006-04-18,F,2,Xian,Guangdong,India,46,2024-12-28,9,29345,67736,17078,433888,2024-01-22,429,134,413,0,1,243344,8,11.123387838411437,9.745604917619191,11.575836902790225,Middle Age,200k+
2019628,2012-09-14,2010-12-19,F,1,Chong Qing,Beijing,India,26,2024-12-28,2,1271,844,229,287312,2023-05-11,249,21,90,3,0,12551,13,6.739336627357174,5.438079308923196,4.58257569495584,Young Adult,200k+
2017858,2021-10-07,2015-07-03,F,1,Xian,Chongqing,China,33,2024-12-28,4,33136,97580,52866,414075,2023-06-15,558,22,401,5,1,65967,16,11.488438081318957,10.875534604665138,4.69041575982343,Adult,200k+
2038872,2018-01-23,2025-01-22,M,1,Guangzhou,Chongqing,United States,34,2024-12-28,6,7701,1634,60193,220306,2023-07-20,314,92,597,5,1,112582,9,7.399398083331354,11.005327958555663,9.591663046625438,Adult,200k+
2039517,2011-04-30,2015-07-03,M,0,Hangzhou,Hubei,United States,27,2024-12-28,6,39723,49033,72839,220823,2024-01-22,513,167,269,4,1,330470,11,10.800269214022057,11.196020533841544,12.922847983320086,Young Adult,200k+
2029794,2018-01-23,2011-11-10,F,0,Nanjing,Si Chuan,United States,35,2024-12-28,6,28490,4809,6617,33448,2024-01-22,368,102,116,2,1,194164,7,8.478452363099807,8.797548488481558,10.099504938362077,Adult,20k-50k
2027844,2018-01-23,2015-07-03,F,1,Nanjing,Shanghai,China,50,2024-12-28,6,39977,54477,12071,91756,2023-04-01,531,55,121,4,0,60590,15,10.90555222943001,9.398644000447685,7.416198487095663,Middle Age,50k-100k
2013010,2019-04-27,2007-10-08,M,0,Xian,Guangdong,India,33,2024-12-28,5,3831,40610,106432,11703,2024-01-22,484,81,166,0,1,369064,10,10.611794244853895,11.575270958178935,9.0,Adult,5k-20k
2041851,2018-01-23,2015-07-03,M,2,Beijing,Beijing,India,56,2024-06-28,8,39742,123524,34916,172596,2024-01-22,657,24,661,3,1,226659,15,11.724198843713951,10.460729095610086,4.898979485566356,Middle Age,100k-200k
2056775,2018-01-23,2018-04-30,F,0,Guangzhou,Shanghai,China,19,2024-12-28,5,44896,22878,44733,116584,2024-01-22,428,97,351,6,0,199255,8,10.03797473824488,10.708489117870215,9.848857801796104,Young Adult,100k-200k
2056459,2018-01-23,2015-07-03,M,2,Shenzhen,Shanghai,India,32,2024-12-28,3,41363,2158,23133,194096,2024-01-22,615,52,255,3,2,105665,10,7.677400430514807,10.049058675855347,7.211102550927978,Adult,100k-200k
2031098,2024-10-08,2015-07-03,M,0,Xian,Hubei,United States,38,2024-12-28,8,53357,8504,1736,261795,2024-01-22,478,97,17,1,1,349874,9,9.048409504829962,7.459914766241105,9.848857801796104,Adult,200k+
2015967,2018-01-23,2015-07-03,M,1,Nanjing,Beijing,United States,50,2024-12-28,3,77662,49721,31598,69699,2024-01-22,6,48,322,4,1,114605,10,10.814202770077097,10.360880753504652,6.928203230275509,Middle Age,50k-100k
2060022,2018-01-23,2015-07-03,F,0,Nanjing,Shanghai,United States,30,2024-12-28,1,24301,24994,1125,558032,2024-01-22,661,178,362,2,1,246084,8,10.12643108384767,7.026426808699636,13.341664064126334,Young Adult,
2049057,2018-01-23,2015-07-03,M,1,Guangzhou,Shanghai,China,29,2025-08-03,3,26043,11822,29668,481686,2024-01-22,177,69,81,5,1,104095,10,9.377802065863113,10.297858008638679,8.306623862918075,Young Adult,200k+
2025786,2015-11-04,2015-07-03,M,2,Chong Qing,Shanghai,India,19,2024-12-28,4,35021,44367,7018,89157,2023-08-10,587,98,607,3,1,293906,9,10.70027376785556,8.856376036730422,9.899494936611665,Young Adult,50k-100k
2038309,2016-01-02,2015-07-03,M,2,Shenzhen,Chongqing,India,70,2024-12-28,3,38247,48767,81634,201863,2024-01-22,154,127,0,3,1,138100,10,10.794829639046318,11.310013370560265,11.269427669584644,Senior,200k+
2033190,2015-03-19,2015-07-03,M,0,Wuhan,Shanghai,United States,39,2024-12-28,6,34227,36676,103272,48584,2024-02-17,659,21,281,4,1,39026,9,10.509905134584978,11.545131246306447,4.58257569495584,Adult,20k-50k
2026348,2018-01-23,2006-12-21,F,2,Chengdu,Beijing,China,50,2025-01-01,4,48937,18353,31879,196910,2024-11-03,59,99,450,2,1,140570,10,9.817602813378958,10.369734132904151,9.9498743710662,Middle Age,100k-200k
2048850,2018-01-23,2015-07-03,M,1,Hangzhou,Shanghai,China,33,2024-12-28,4,33661,24471,62540,502910,2024-01-22,45,128,236,4,1,87651,7,10.10528488583074,11.043577620650547,11.313708498984761,Adult,
2018691,2018-01-23,2015-07-03,F,1,Shanghai,Shanghai,China,42,2024-12-28,7,66672,65806,106432,413709,2024-01-22,649,75,307,4,1,164944,11,11.094481494633865,11.575270958178935,8.660254037844387,Adult,200k+
2024850,2018-01-23,2015-07-03,F,0,Chengdu,Zhe Jiang,United States,41,2024-12-28,2,66543,32528,74359,112382,2024-09-17,245,126,105,4,0,287088,4,10.389887278140291,11.21667344183538,11.224972160321824,Adult,100k-200k
2016556,2018-01-23,2015-07-03,F,0,Chengdu,Guangdong,United States,32,2024-10-19,6,8253,34546,15805,257038,2023-01-27,631,84,409,4,1,217280,9,10.45007599474564,9.668144893764921,9.16515138991168,Adult,200k+
2003957,2013-11-07,2015-07-03,M,2,Xian,Shanghai,India,50,2024-06-03,5,60207,31554,69846,332199,2023-11-17,199,50,269,2,1,229791,9,10.35948733401834,11.154062414585958,7.0710678118654755,Middle Age,200k+
2005607,2018-01-23,2015-07-03,M,2,Guangzhou,Si Chuan,India,37,2024-12-28,3,46761,46591,13597,204974,2023-07-13,551,25,522,3,1,103523,5,10.749184131556358,9.517678002086406,5.0,Adult,200k+
2045826,2018-01-23,2015-07-03,M,1,Beijing,Shanghai,United States,51,2024-12-28,5,19630,22894,4927,320298,2024-01-22,138,143,378,3,1,225953,17,10.038673825091196,8.502688505213357,11.958260743101398,Middle Age,200k+
2024847,2018-01-23,2015-07-03,F,2,Hangzhou,Beijing,India,70,2024-12-28,7,77689,3420,51511,236622,2024-01-22,477,9,115,4,2,197702,12,8.137688184977605,10.84957006921802,3.0,Senior,200k+
2044149,2025-02-03,2024-01-16,M,2,Shenzhen,Jiangsu,India,35,2024-12-28,2,23139,43811,26846,173909,2023-03-04,492,57,94,0,0,27945,8,10.687663031443638,10.197909361850968,7.54983443527075,Adult,100k-200k
2034494,2018-01-23,2015-07-03,M,0,Xian,Guangdong,China,70,2024-12-28,4,52869,5920,16744,273884,2024-02-12,618,105,783,4,1,303885,7,8.686260632531775,9.725854985228304,10.246950765959598,Senior,200k+
2001185,2024-06-06,2015-07-03,F,0,Hangzhou,Shanghai,United States,43,2024-12-28,5,42250,21495,860,218385,2024-10-18,326,114,230,0,0,289993,11,9.975622150295328,6.7580945044277305,10.677078252031311,Adult,200k+
2026141,2018-01-23,2015-07-03,M,0,Chong Qing,Zhe Jiang,United States,62,2025-07-23,5,30097,22289,6767,173894,2024-01-22,458,4,39,4,1,72876,13,10.011893426379915,8.81996090128606,2.0,Senior,100k-200k
2042743,2019-04-25,2015-07-03,M,0,Guangzhou,Zhe Jiang,China,30,2024-12-28,2,75400,47597,2056,247978,2024-08-04,181,91,712,6,1,173998,6,10.770546022530057,7.6290038896529575,9.539392014169456,Young Adult,200k+
2049557,2018-01-23,2015-07-03,M,0,Guangzhou,Shanghai,India,70,2024-12-28,7,35631,73524,21514,34835,2024-08-17,342,170,544,6,1,213004,8,11.205380763422196,9.9765056452727,13.038404810405298,Senior,20k-50k
2056686,2018-01-23,2015-07-03,M,1,Shenzhen,Chongqing,India,28,2024-12-28,3,27892,10667,30556,307228,2024-01-22,646,32,818,4,1,309551,12,9.275003885301905,10.327349070922441,5.656854249492381,Young Adult,200k+
2033673,2018-01-23,2015-07-03,M,2,Beijing,Shanghai,China,30,2024-12-28,4,73122,14856,9057,2395,2025-07-22,106,64,431,3,1,247063,9,9.606226413637353,9.111403624116159,8.0,Young Adult,0-5k
2019879,2018-01-23,2015-07-03,F,0,Chengdu,Si Chuan,China,41,2024-12-28,7,82623,53545,56605,21631,2024-01-22,300,39,762,0,1,394622,9,10.888296376540683,10.94387026564006,6.244997998398398,Adult,20k-50k
2008347,2017-01-25,2015-07-03,M,2,Shenzhen,Si Chuan,India,45,2024-12-28,6,34435,15285,27496,48936,2024-01-22,0,34,400,2,0,131938,17,9.63469265580283,10.221832186794726,5.830951894845301,Adult,20k-50k
2050014,2024-02-15,2015-07-03,F,1,Guangzhou,Beijing,China,30,2025-12-20,4,27181,68760,998,178990,2024-01-22,597,48,345,2,0,319642,11,11.138392002730184,6.906754778648554,6.928203230275509,Young Adult,100k-200k
2007798,2025-03-26,2015-07-03,M,0,Shenzhen,Jiangsu,China,40,2024-12-28,9,50330,44274,23953,76957,2024-01-22,393,58,187,2,1,180058,9,10.698175462651035,10.083890603507452,7.615773105863909,Adult,50k-100k
2062900,2018-01-23,2015-07-03,M,2,Chong Qing,Guangdong,China,70,2024-12-28,6,52123,43057,53180,198240,2024-01-22,112,22,424,2,0,92954,7,10.670303323021274,10.881456468681893,4.69041575982343,Senior,100k-200k
2006090,2018-01-23,2015-07-03,F,0,Shanghai,Beijing,United States,33,2024-12-28,4,46719,22636,30546,114824,2024-01-22,695,30,572,2,1,65077,7,10.027341014703126,10.32702176010517,5.477225575051661,Adult,100k-200k
2002081,2018-01-23,2015-07-03,F,0,Guangzhou,Hubei,China,53,2024-12-28,6,28745,73384,26690,240512,2024-01-22,352,204,123,7,1,157780,10,11.203474834045299,10.192081708912877,14.2828568570857,Middle Age,200k+
2040697,2018-01-23,2006-10-21,M,0,Guangzhou,Si Chuan,China,29,2024-12-28,6,32813,37832,57537,12689,2022-05-11,676,65,307,3,2,204005,10,10.540937016623984,10.960200878072532,8.06225774829855,Young Adult,5k-20k
2046622,2018-01-23,2015-07-03,F,2,Shanghai,Guangdong,India,70,2024-12-28,6,79819,83061,88038,184776,2023-01-20,574,115,582,3,1,259895,11,11.327342595873901,11.385535177102469,10.723805294763608,Senior,100k-200k
2059773,2019-10-15,2015-07-03,M,1,Chengdu,Hubei,United States,26,2025-09-28,4,22907,23626,17442,147168,2024-04-30,516,170,322,3,1,4240,5,10.070145404863476,9.766693701018134,13.038404810405298,Young Adult,100k-200k
2007934,2014-08-02,2015-07-03,M,0,Beijing,Shanghai,China,42,2024-12-28,6,32435,73773,5596,179806,2024-01-22,261,42,124,1,1,163630,10,11.208761644992062,8.62998601889136,6.48074069840786,Adult,100k-200k
2010847,2018-01-23,2015-07-03,M,1,Shanghai,Chongqing,China,47,2024-12-28,6,59850,53323,10676,504906,2024-01-22,245,114,106,3,0,235380,9,10.884141790233567,9.275847174178303,10.677078252031311,Middle Age,
2012178,2018-01-23,2015-07-03,F,1,Hangzhou,Si Chuan,China,43,2025-09-22,2,19645,5049,39480,376495,2024-01-22,80,151,222,2,1,95808,9,8.527143522269405,10.583574822507286,12.288205727444508,Adult,200k+
2009317,2018-01-23,2015-07-03,M,2,Shenzhen,Shanghai,India,50,2024-12-28,7,53976,10361,716,238304,2023-08-10,170,1,366,5,1,327033,7,9.245900547374733,6.57507584059962,1.0,Middle Age,200k+
2024595,2018-01-23,2015-07-03,M,0,Beijing,Shanghai,China,40,2024-12-28,5,33276,47199,2657,105542,2023-11-05,573,121,292,1,1,235809,12,10.762149171573647,7.88532923927319,11.0,Adult,100k-200k
2051798,2018-01-23,2015-07-03,M,0,Wuhan,Beijing,United States,38,2024-12-28,6,41191,33611,29810,203065,2024-01-22,283,128,272,2,1,40307,10,10.42263842504811,10.302632731899473,11.313708498984761,Adult,200k+
2011928,2018-01-23,2011-10-31,M,0,Guangzhou,Jiangsu,China,70,2024-12-28,4,14269,97374,48481,15587,2024-01-22,566,191,384,4,1,96437,8,11.48632478317305,10.78894787401768,13.820274961085254,Senior,5k-20k
2009928,2018-03-03,2023-11-20,M,2,Beijing,Hubei,China,50,2024-12-28,4,7089,27682,6555,129007,2022-12-09,572,205,609,5,2,500557,11,10.228573785361645,8.78813593986372,14.317821063276353,Middle Age,100k-200k
2007212,2018-01-23,2015-07-03,M,0,Guangzhou,Shanghai,United States,33,2024-12-28,9,28947,22312,66402,207030,2024-05-14,25,79,472,2,1,146092,9,10.012924747234504,11.103497515166799,8.888194417315589,Adult,200k+
2021062,2018-01-23,2015-07-03,M,0,Beijing,Hubei,China,70,2024-12-28,6,64428,42122,44759,508405,2024-01-22,562,1,129,4,1,286809,7,10.648349188782753,10.709070162425862,1.0,Senior,
2006534,2018-01-02,2022-02-22,F,0,Chengdu,Chongqing,China,39,2024-12-28,3,24529,30440,65175,328674,2025-03-30,161,131,243,1,0,122412,3,10.323545662947193,11.084846581990478,11.445523142259598,Adult,200k+
2005210,2018-01-23,2015-07-03,M,0,Nanjing,Beijing,China,41,2024-05-19,7,47089,14763,18484,100422,2023-10-31,201,130,575,3,1,159948,10,9.59994706414989,9.824714871370732,11.40175425099138,Adult,100k-200k
2035415,2018-01-23,2015-07-03,M,0,Guangzhou,Shanghai,China,23,2024-12-28,5,18929,44858,21089,189887,2024-01-22,685,38,462,2,1,250768,8,10.711279516251953,9.95655427347282,6.164414002968976,Young Adult,100k-200k
2010074,2018-01-23,2015-07-03,F,0,Shenzhen,Zhe Jiang,China,55,2024-12-28,3,26811,50335,164,194362,2024-02-09,584,5,204,7,1,154094,13,10.826475805858005,5.10594547390058,2.23606797749979,Middle Age,100k-200k
2049594,2018-01-23,2015-07-03,F,2,Chong Qing,Zhe Jiang,China,70,2024-01-26,7,42909,88622,24695,424931,2023-02-21,339,4,88,3,1,312101,10,11.392146696584021,10.114396566181995,2.0,Senior,200k+
